2025-02-06 11:54:36,085 INFO    StreamThr :453996 [internal.py:wandb_internal():85] W&B internal server running at pid: 453996, started at: 2025-02-06 11:54:36.083282
2025-02-06 11:54:36,088 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status
2025-02-06 11:54:36,096 INFO    WriterThread:453996 [datastore.py:open_for_write():87] open: /share/nas2_3/adey/full_models/wandb/run-20250206_115435-kpzgus7z/run-kpzgus7z.wandb
2025-02-06 11:54:36,097 DEBUG   SenderThread:453996 [sender.py:send():389] send: header
2025-02-06 11:54:36,220 DEBUG   SenderThread:453996 [sender.py:send():389] send: run
2025-02-06 11:54:36,625 INFO    SenderThread:453996 [dir_watcher.py:__init__():211] watching files in: /share/nas2_3/adey/full_models/wandb/run-20250206_115435-kpzgus7z/files
2025-02-06 11:54:36,625 INFO    SenderThread:453996 [sender.py:_start_run_threads():1157] run started: kpzgus7z with start time 1738842876.083422
2025-02-06 11:54:36,638 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: run_start
2025-02-06 11:54:40,678 DEBUG   HandlerThread:453996 [system_info.py:__init__():26] System info init
2025-02-06 11:54:40,679 DEBUG   HandlerThread:453996 [system_info.py:__init__():41] System info init done
2025-02-06 11:54:40,679 INFO    HandlerThread:453996 [system_monitor.py:start():194] Starting system monitor
2025-02-06 11:54:40,679 INFO    SystemMonitor:453996 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-06 11:54:40,679 INFO    HandlerThread:453996 [system_monitor.py:probe():214] Collecting system info
2025-02-06 11:54:40,683 INFO    SystemMonitor:453996 [interfaces.py:start():188] Started cpu monitoring
2025-02-06 11:54:40,687 INFO    SystemMonitor:453996 [interfaces.py:start():188] Started disk monitoring
2025-02-06 11:54:40,690 INFO    SystemMonitor:453996 [interfaces.py:start():188] Started gpu monitoring
2025-02-06 11:54:40,691 INFO    SystemMonitor:453996 [interfaces.py:start():188] Started memory monitoring
2025-02-06 11:54:40,691 INFO    SystemMonitor:453996 [interfaces.py:start():188] Started network monitoring
2025-02-06 11:54:40,695 DEBUG   HandlerThread:453996 [system_info.py:probe():152] Probing system
2025-02-06 11:54:40,718 DEBUG   HandlerThread:453996 [system_info.py:_probe_git():137] Probing git
2025-02-06 11:54:40,730 DEBUG   HandlerThread:453996 [system_info.py:_probe_git():145] Probing git done
2025-02-06 11:54:40,730 DEBUG   HandlerThread:453996 [system_info.py:probe():200] Probing system done
2025-02-06 11:54:40,730 DEBUG   HandlerThread:453996 [system_monitor.py:probe():223] {'os': 'Linux-3.10.0-693.5.2.el7.x86_64-x86_64-with-glibc2.17', 'python': '3.9.6', 'heartbeatAt': '2025-02-06T11:54:40.695313', 'startedAt': '2025-02-06T11:54:35.962677', 'docker': None, 'cuda': None, 'args': ('--batch_size=4', '--latent_dim=8192', '--learning_rate=0.0001', '--num_hiddens=256', '--num_residual_hiddens=32', '--num_residual_layers=2', '--save_latents=True'), 'state': 'running', 'program': '/share/nas2_3/adey/full_models/train_ae.py', 'codePathLocal': 'train_ae.py', 'codePath': 'train_ae.py', 'git': {'remote': 'https://github.com/AbhishekDey03/Investigating-the-performance-of-an-autoencoder.git', 'commit': '96befa9a5344ecf68fd91af06b2174dff6ab4f97'}, 'email': 'deya.03@outlook.com', 'root': '/share/nas2_3/adey/full_models', 'host': 'compute-0-105.local', 'username': 'adey', 'executable': '/share/nas2_3/adey/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3800.0, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}, {'current': 3800.0, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 15.623897552490234, 'used': 7.253841400146484}}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}], 'memory': {'total': 1511.1678848266602}}
2025-02-06 11:54:40,730 INFO    HandlerThread:453996 [system_monitor.py:probe():224] Finished collecting system info
2025-02-06 11:54:40,730 INFO    HandlerThread:453996 [system_monitor.py:probe():227] Publishing system info
2025-02-06 11:54:40,731 INFO    HandlerThread:453996 [system_monitor.py:probe():229] Finished publishing system info
2025-02-06 11:54:40,747 DEBUG   SenderThread:453996 [sender.py:send():389] send: files
2025-02-06 11:54:40,747 INFO    SenderThread:453996 [sender.py:_save_file():1423] saving file wandb-metadata.json with policy now
2025-02-06 11:54:41,338 INFO    wandb-upload_0:453996 [upload_job.py:push():130] Uploaded file /tmp/tmp82xgg59cwandb/lyvsyqcl-wandb-metadata.json
2025-02-06 11:54:41,352 INFO    Thread-12 :453996 [dir_watcher.py:_on_file_created():271] file/dir created: /share/nas2_3/adey/full_models/wandb/run-20250206_115435-kpzgus7z/files/wandb-metadata.json
2025-02-06 11:54:41,457 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: python_packages
2025-02-06 11:54:41,457 DEBUG   SenderThread:453996 [sender.py:send_request():416] send_request: python_packages
2025-02-06 11:54:41,459 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:54:41,460 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: stop_status
2025-02-06 11:54:41,460 DEBUG   SenderThread:453996 [sender.py:send_request():416] send_request: stop_status
2025-02-06 11:54:41,466 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-06 11:54:41,639 DEBUG   SenderThread:453996 [sender.py:send():389] send: telemetry
2025-02-06 11:54:42,364 INFO    Thread-12 :453996 [dir_watcher.py:_on_file_created():271] file/dir created: /share/nas2_3/adey/full_models/wandb/run-20250206_115435-kpzgus7z/files/requirements.txt
2025-02-06 11:54:46,465 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:54:51,466 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:54:56,466 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:01,450 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: stop_status
2025-02-06 11:55:01,451 DEBUG   SenderThread:453996 [sender.py:send_request():416] send_request: stop_status
2025-02-06 11:55:01,490 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-06 11:55:01,674 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:06,678 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:07,396 INFO    Thread-12 :453996 [dir_watcher.py:_on_file_modified():288] file/dir modified: /share/nas2_3/adey/full_models/wandb/run-20250206_115435-kpzgus7z/files/config.yaml
2025-02-06 11:55:11,836 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:16,837 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:21,837 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:26,838 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:31,838 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:36,839 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:40,691 DEBUG   SystemMonitor:453996 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-02-06 11:55:40,692 DEBUG   SenderThread:453996 [sender.py:send():389] send: stats
2025-02-06 11:55:42,693 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:47,693 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:52,694 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:55:57,698 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:02,698 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:07,699 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:10,693 DEBUG   SenderThread:453996 [sender.py:send():389] send: stats
2025-02-06 11:56:13,694 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:18,694 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:23,694 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:28,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:33,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:38,696 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
